Date,Open,High,Low,Close,Volume
2020-02-07,145.03448269325074,148.5185892493203,141.72272103241298,144.77879470997053,8263776
2020-02-10,146.13801301111212,149.0929264939622,140.93739822669224,143.6544208731766,2628782
2020-02-11,144.504260581671,147.24962689702858,140.96697691846228,142.91038786005663,4388284
2020-02-12,143.41680054112146,146.91584313388142,142.49231283156374,144.420156184283,2733391
2020-02-13,144.99276203320747,146.38854827676641,141.2409489616724,146.18414322038797,9755198
2020-02-14,145.29019778552234,147.962273572591,144.7483751551585,146.17003099711712,9483310
2020-02-17,144.14677972451335,148.1169421028451,144.26678258545044,144.40629709670253,3202661
2020-02-18,145.52791767753325,146.7122149467396,141.77017650209822,146.76443620104953,5550056
2020-02-19,144.2972317862366,145.14792870780943,141.7592792290231,143.65253931060195,2162886
2020-02-20,144.34856742034492,145.91465544131358,140.10003130039811,145.3007906373987,5075341
2020-02-21,142.8227894460581,143.5933544162759,140.46886557102044,142.3471083813222,3929386
2020-02-24,142.24831150219964,142.13222841259528,140.21627228487475,140.44931446273398,7401391
2020-02-25,142.20408059872375,143.37878067762284,137.07231550093306,141.84705677060018,4263647
2020-02-26,140.50809507482793,146.5321856126955,139.24844488507748,142.40262916196184,1958101
2020-02-27,139.61044018956588,144.69965955816141,141.21838236251605,142.52133408373476,1069519
2020-02-28,142.98303295331883,142.98831494615618,138.44679304914732,142.12999146413574,8838236
2020-03-02,140.38073064807483,142.13246769339463,139.19204115404276,141.70971626477345,1960655
2020-03-03,140.04432195423016,143.74986808181245,137.24752244492123,142.65745934899329,3141924
2020-03-04,138.37913012166877,141.46323696991007,137.2447514566952,140.7334997929243,3979674
2020-03-05,137.28662393918833,143.19775910969514,134.94505945767833,139.81143127175386,3292056
2020-03-06,140.68718933119206,143.44328044619112,135.99791302457203,140.25752576119066,9547596
2020-03-09,141.24850005285836,144.47055214526256,136.94240078343378,141.4965020931524,8122759
2020-03-10,138.14979433646627,140.08603493428524,138.19929785021068,139.24429951358445,3611895
2020-03-11,136.45934641444288,142.51218331889308,134.85611939706746,139.07659345936185,5233384
2020-03-12,138.119061977919,139.98561634964005,135.31024152350693,138.36174210090556,8369080
2020-03-13,138.38018843126807,142.68372682311698,134.50326359584403,137.90746708820282,6852373
2020-03-16,137.12114914593226,141.78193212237326,136.78514651268702,135.42963497882832,8656887
2020-03-17,139.8144201569815,141.25361923807907,135.2346624564173,139.8416610765,5450696
2020-03-18,140.54703050714554,141.9098996677799,136.93548235514425,140.07386427620818,3873382
2020-03-19,140.30241433269697,140.6777557584541,139.1601705004499,141.31579283137876,2390179
2020-03-20,139.53349082565882,142.8871152517133,137.37502028521385,139.4332545280564,9113324
2020-03-23,138.7721049477667,140.83875195363788,135.31327207884755,138.5562104691133,8128080
2020-03-24,141.9172905174351,143.69723534540805,140.48473550728372,140.6708388616425,6851361
2020-03-25,140.08301520489832,141.56471991255208,135.43446167971504,139.1954236928628,9314052
2020-03-26,140.02858126175155,143.36573052523084,136.6600729596637,140.52929321697397,4771414
2020-03-27,138.0162828681823,143.02424946995816,135.7926709390386,139.24049819159495,1746470
2020-03-30,137.3100619519833,141.64347041889806,136.40054792073485,138.71118383428308,8068566
2020-03-31,137.68106731154208,142.37012668022288,137.3219110818731,137.7749882338744,2918517
2020-04-01,139.7491639942164,140.86072208260106,135.21181895669682,139.95611815036796,4459544
2020-04-02,141.56180841270182,140.29202466748208,138.3587376613889,138.48507813713286,8272268
2020-04-03,139.48173168752015,144.34837697288845,136.9761063468565,141.55512761237622,3830095
2020-04-06,139.6017074576224,143.0570049244709,139.24965986446375,141.73414003593928,4429985
2020-04-07,142.04131942838762,142.73188023291075,139.8738787469705,141.06595412192158,2311414
2020-04-08,140.72222102925056,141.08729017036939,140.87796821792563,140.93316373775937,5185727
2020-04-09,141.8005085342085,143.76746351924365,139.74829458779215,142.88435416365718,9404196
2020-04-10,143.47365992115454,142.6021372531308,137.5548611410138,144.03809434206707,3814268
2020-04-13,143.39278334983558,148.3943277525787,142.15271792052644,143.71330463253045,9845909
2020-04-14,143.20466349902964,142.59563720157536,139.59269211551748,141.51729896919278,8058175
2020-04-15,142.87848216119718,144.98724213772297,140.4800982006107,141.1144299906765,5017763
2020-04-16,141.79969194995041,142.48249996140177,139.6848841715718,141.41934239649777,8931827
2020-04-17,144.14590422089574,145.32283296415852,139.78527159050876,142.08640930072355,9435969
2020-04-20,141.47464186116238,143.6954935129362,137.68078365053066,143.18429033086764,8136735
2020-04-21,140.83488324157418,144.58238380435319,137.5651839109474,139.83650704531328,9232823
2020-04-22,140.17240856213382,144.31370692639751,137.33432679078447,139.6371994524152,3239665
2020-04-23,141.53196984263786,141.85668164504781,139.53837057963628,139.8233433087347,7363395
2020-04-24,143.26963379470746,146.21292707643295,136.79442489342867,141.17336592713627,4423604
2020-04-27,141.22185652877272,146.17064074720085,139.93998792536283,141.4848238354158,7084556
2020-04-28,139.62794090646756,144.5084370974335,140.01453843951575,138.8841011316351,2844348
2020-04-29,140.33957387616834,144.1039584720054,136.5638704883532,141.16054130989596,1759848
2020-04-30,140.1172884811792,142.04004753147674,137.81817200014694,140.12958155280182,8100282
2020-05-01,143.1371422081176,144.00726695487975,139.04802669062727,141.84565844602912,2592023
2020-05-04,140.7305300879067,140.9302743266608,138.48303358742055,139.32399615943007,9510974
2020-05-05,140.74194063862518,141.58185187404564,137.18194258470515,141.77610232048352,3293316
2020-05-06,141.38902004515023,146.19880279945178,140.22577653878707,141.87628434709984,2539152
2020-05-07,140.82585844028856,143.8061809769478,138.0717181350938,142.55718680182414,1823837
2020-05-08,140.4993175974302,145.2118511961851,138.22719606646578,140.47650311414108,9781384
2020-05-11,142.34368339728755,145.1765947544772,139.04842062044548,141.39281767894119,1356440
2020-05-12,140.09426705723953,145.04127769124707,138.4610182532916,139.56810515147654,1841618
2020-05-13,138.2407354053969,144.2757878750896,138.00441035214834,139.03488313298263,6991233
2020-05-14,140.1204194176707,140.79124909142774,135.82319500165852,140.61317976609874,5729124
2020-05-15,141.0305260919863,140.0465760716218,137.28044822579696,140.64152386439403,2035340
2020-05-18,140.5688887046308,141.90589298393868,138.24566268021653,139.86511833650619,9366126
2020-05-19,140.61139594639644,140.26575160973536,136.63509768178588,138.64054168466777,1103021
2020-05-20,137.44318242997076,138.31210696435048,133.2213052582836,138.8455652307144,8081159
2020-05-21,136.357521529033,139.58146633148226,135.60302079749206,137.79871343347284,3011562
2020-05-22,138.93795133120355,141.35530893462425,132.83316067535497,135.11630208101764,9388817
2020-05-25,136.31166057118432,139.4652438661518,134.9092562104036,137.41697023634296,9610679
2020-05-26,136.22222168190538,138.03694464441222,136.19939116373553,136.44882186449075,4806627
2020-05-27,138.20529969702403,140.14881558263858,135.85589502333283,138.07955680315806,3903561
2020-05-28,139.31952146578615,139.92338235792957,136.6698157397471,137.6680209375427,6473024
2020-05-29,139.39375704129895,139.00977649957778,137.8396946262445,135.76116545602133,1216194
2020-06-01,141.3604220048412,143.01718659212224,139.19428446884885,139.4745035182853,3454082
2020-06-02,138.47745551379379,142.23968916849398,134.5459660554363,139.4125374208559,7474467
2020-06-03,138.13004265695614,141.0137156513797,132.98280547272026,135.51153090126843,7965410
2020-06-04,137.23270177832276,137.370378736864,133.46422749599094,136.19718910755907,4597326
2020-06-05,137.50451114222997,141.42151700251998,136.39684588513657,139.99113660708662,9396007
2020-06-08,141.22762940226454,142.79679197603352,139.09734309480208,139.3935503616982,6757122
2020-06-09,140.01463576736052,142.3237767646341,139.16877626370896,140.2377589874471,5857162
2020-06-10,140.34664343245413,142.93141759397713,136.1882014095399,139.1576875260361,7132138
2020-06-11,140.84614292100906,144.09580181804105,135.12959578025982,137.68333268484608,7664677
2020-06-12,138.2400048165368,141.53964007887424,136.45227844151452,138.4346992992838,2034023
2020-06-15,138.9085706932557,142.65253226003563,139.1520770006145,139.48217580030862,9177088
2020-06-16,139.45490419926045,145.45310917861033,137.93774928962097,140.09983515461312,9782153
2020-06-17,139.32438875094854,145.0743961756674,139.5465858030314,141.17610450481817,1300763
2020-06-18,142.43756501547014,142.59282691278548,138.50723326377982,140.64562615717546,4849182
2020-06-19,140.68094383074424,145.32113719663056,138.6774990756874,141.63403524521212,2564458
2020-06-22,140.16104751008785,142.32845349213255,136.7887105673626,139.11829496572625,8919584
2020-06-23,140.692344927585,142.11353553989142,140.4161402331081,141.45534301903584,5242154
2020-06-24,143.467020551093,146.14387323772266,142.9816626992515,141.21024209796144,2577586
2020-06-25,142.98481474069249,146.80998801872295,137.1974260147246,140.118720070869,5474220
2020-06-26,142.46325328691017,146.24847739862773,140.43913805397267,142.341960293252,9736857
2020-06-29,141.11935372506912,143.41195755416553,141.43327853909577,142.20945143577342,1986275
2020-06-30,141.03183379573545,143.83734284063033,140.24957886404226,141.14156014444782,2410124
2020-07-01,139.93087202894404,140.70647157130506,139.4535028467134,138.25284357370066,3532000
2020-07-02,139.4681639270782,144.69501060075618,137.75780058017588,139.00894411258767,4394020
2020-07-03,140.26189691555564,143.56014087887533,134.64254241727903,138.39180459184917,1810586
2020-07-06,139.6191187218091,142.37568841870805,137.42192152138222,137.53224980159672,8753302
2020-07-07,138.94359732198686,142.2307898343244,135.9878025015452,137.4696908779138,2599826
2020-07-08,140.42153520962196,143.33415474737305,136.38072007311737,140.41098427913124,2348483
2020-07-09,140.14887450610368,141.9411917438157,136.43093029826895,140.40270601290757,1981598
2020-07-10,138.8343606911164,138.92007911735715,134.34611070230605,138.2339043797541,5042974
2020-07-13,138.17002440182648,141.7406780625456,135.13667797455355,140.22334470409842,9420149
2020-07-14,138.635679985101,141.60992354418542,138.1864385558926,136.3219319627609,9864367
2020-07-15,137.81209507416065,141.85111003737092,134.57322043553648,139.1229032090661,3844510
2020-07-16,139.24197804048518,141.63620781434685,137.46692672102657,138.96664630750746,5323492
2020-07-17,138.74947550642878,142.87157142096385,133.21890878115536,138.47045710438167,1208150
2020-07-20,139.58602841763965,139.18453050738992,135.93158496682884,138.0999929279663,3573338
2020-07-21,138.6288997171905,141.10942537153224,133.67314841351296,139.92804215023827,2858777
2020-07-22,139.6982840248307,142.84387089498586,135.61660420620305,138.51501536389182,7510529
2020-07-23,139.8547152459889,141.6381793308127,136.9094758782871,138.7801065989155,1480620
2020-07-24,137.07279686775794,140.07523847211345,134.14006879183458,136.55253622497284,5935500
2020-07-27,139.95566836806665,138.73042632114556,132.39330705649334,137.1956797758766,5863099
2020-07-28,138.216479572751,138.43200277055257,133.36331688835983,137.46711603396025,5919314
2020-07-29,136.14070001830953,141.0811644115989,137.41462830850924,137.05578967297123,7993152
2020-07-30,139.00125260806686,141.24442156765951,134.71605100291234,138.23381202105566,7196519
2020-07-31,137.94904465026661,138.46466631683003,135.83998833602976,137.505238043262,2122207
2020-08-03,139.08989271662756,141.32583569039764,137.76522865314308,138.04138021095156,3690927
2020-08-04,138.76639378711346,140.3690723945118,136.0758075907085,138.17771758153637,4036124
2020-08-05,137.24040503383338,140.71766397583292,136.20508890919228,138.17685556742939,1427557
2020-08-06,138.02033729267254,143.43147092781265,135.15028917635954,140.16814414500928,3165456
2020-08-07,139.50944519258766,140.5671105927583,138.03181540564486,138.66784512804588,1365750
2020-08-10,137.67664449846174,138.6228892926552,134.38954648290195,139.3959374532618,8517618
2020-08-11,138.60319511150013,143.0792314932838,139.18072886713088,137.997382134195,8767227
2020-08-12,138.79761529549816,141.25752401684062,136.66994114094695,138.79689277921528,1484103
2020-08-13,140.66602599917138,142.4943193429306,137.79029542328118,139.61586027952285,3152259
2020-08-14,140.54938860365039,144.34549194877061,138.98688026848436,138.24340018216492,4390919
2020-08-17,138.1381516934405,143.3480894295982,138.99310165664838,139.4270140020051,7641497
2020-08-18,140.74201355294016,145.10201161936413,139.3617895326675,139.8289147713597,8412609
2020-08-19,141.90682329830216,143.38986720591708,137.9324439622284,139.95142655372112,8031119
2020-08-20,140.9224690673316,143.97473013495053,140.07544660746228,142.88310430235,5455237
2020-08-21,143.29502778763202,145.43848095375859,141.3420710426592,142.77536581366752,6871348
2020-08-24,143.19834503303127,143.95211205252312,141.29932243656614,142.37727990918404,3379220
2020-08-25,141.64502236086236,145.2929568383547,138.05039604894512,142.5056156139497,4519065
2020-08-26,142.18868667816292,142.92546886594894,137.01391124926647,142.22599599061746,7960698
2020-08-27,140.60364781074583,145.3311335204185,138.25981110107432,140.5829473733435,2784210
2020-08-28,141.06702669384654,143.563448271325,138.99671449836148,141.81386479560877,6198363
2020-08-31,140.10115404695406,143.9528471272967,140.45464270474434,141.51962188672024,8341127
2020-09-01,140.82787872376278,143.03996032847124,136.49832262717572,139.08712570435478,3463501
2020-09-02,142.81490163094998,142.35246703301075,141.79138554862072,141.56305330961519,3819127
2020-09-03,141.73268901290834,142.26424099186505,140.6172707771587,141.5436800656484,7779865
2020-09-04,145.28602009339082,145.6757319629234,142.06872523630742,144.03841719558685,6026014
2020-09-07,142.89476322330486,143.71722629940567,141.6923929782184,140.66958235254538,2932919
2020-09-08,146.239253301261,149.0488033532098,145.19313435914705,148.56357828422682,7250674
2020-09-09,147.5728267551472,151.0451009514724,142.72442876865563,147.1712620181683,8620520
2020-09-10,144.36471263392477,150.19765244945143,145.17058905702785,145.9319551707755,9651964
2020-09-11,142.95137705681591,148.00741291945786,141.53765257303087,145.89375358521585,8984705
2020-09-14,143.6690019694698,146.25081744140454,144.5754281505108,147.53831233685253,9731896
2020-09-15,146.23377960214123,149.28617965550842,144.61851731074927,145.84194214330245,3002507
2020-09-16,145.1333378469137,150.1156631693722,141.13804847437677,146.63400908927775,3652808
2020-09-17,148.71663290304792,147.14170154214446,145.20778978578613,146.28912364184404,5777376
2020-09-18,145.5213571060654,149.7727351335762,141.9793539319243,145.94407895135586,8366829
2020-09-21,145.42336228985144,146.67140873129003,142.51565663111873,144.76301554264953,2358293
2020-09-22,145.26607371453642,147.7371653237332,143.3346811639247,142.897851770254,2911128
2020-09-23,145.28354169806062,148.26363830941952,138.50020785271116,142.590434710202,5756497
2020-09-24,146.1953511808614,144.28397763087196,142.89904176926552,142.783291639882,6133381
2020-09-25,145.55630757894832,148.83477067730985,140.04971462159216,144.27206989767018,4786065
2020-09-28,144.12626509545467,146.2153552376365,142.25815254072037,141.41753499241682,5848243
2020-09-29,143.86791044469558,148.1422965913185,139.00566908478513,143.4663000196381,3425358
2020-09-30,144.43906195138987,145.98574846285536,143.59455681069676,143.6243702671809,8645639
2020-10-01,142.22565772269354,147.01378309187896,140.21794115617467,142.92377873740878,4917430
2020-10-02,142.11236966154533,143.242538887959,139.08335564785983,142.40843697494765,3105777
2020-10-05,142.98540280600267,144.6651725138051,138.3147996759497,146.06563763359412,6544223
2020-10-06,141.67562234305805,142.18088965433904,137.29979628455055,143.2059228657633,3390514
2020-10-07,141.750366276604,147.08030999332664,138.10546997819304,140.95905182584656,6942712
2020-10-08,143.46076629975622,146.84924838865868,138.32342210399298,142.9972469397264,2171758
2020-10-09,144.80273530404529,148.11016720170463,142.85133166628938,143.23942395253746,6276085
2020-10-12,144.98963903380152,149.59105830467917,143.48031066895103,143.88675242080228,8449116
2020-10-13,145.00109286060786,143.94908021015152,142.07872015494732,142.18349070842868,8185180
2020-10-14,141.44404862550397,144.51372570220414,140.70046808462897,143.0179544303967,1942639
2020-10-15,142.9071135475664,143.45594745206614,141.13416965492019,142.41939277177656,9023556
2020-10-16,142.89773663715553,144.66852446550848,140.89178233448496,144.58238498178355,6171666
2020-10-19,142.26307002699133,145.27643552925275,143.3302078272322,145.1233888585948,8099492
2020-10-20,147.8996574488764,150.327874189957,144.52610481578915,149.35625251993054,2280280
2020-10-21,148.43148113702898,149.8960394826805,147.71539594888975,147.70084187933818,8457451
2020-10-22,151.202244028835,150.1936848196817,148.13725187507015,150.1641598962849,6546811
2020-10-23,151.27360773364086,151.48025149455663,148.12607039605533,151.27525026572837,8127470
2020-10-26,150.27000047606268,152.03056511815234,147.31198449277449,150.82000912528792,3850310
2020-10-27,152.83301062208574,155.84430204531301,147.2815718895579,150.20714609835866,5015789
2020-10-28,152.95892097177017,155.53434981083717,148.51021549419218,153.34740794202077,5986518
2020-10-29,151.54715976517585,155.80386938805506,150.1861957588064,151.1925579374393,9979666
2020-10-30,150.5017593561174,152.92694588750675,147.99301672688932,151.36421120567894,4727661
2020-11-02,149.28344067041462,151.6347223154514,149.8056473981387,149.42080389531017,2279372
2020-11-03,149.9525472704534,154.31622003257039,148.4379381625412,149.10546958000225,5095228
2020-11-04,153.72816123290212,154.27068220340368,150.57182996174816,152.06996283870583,6767034
2020-11-05,152.6567337265408,152.26906428913293,150.57309022337742,150.6481260332162,9837010
2020-11-06,153.0016511392529,152.62093757201987,150.08846711363086,150.39418760416336,9103292
2020-11-09,149.35684231800477,150.49408663091222,145.0674444034586,149.83584693114068,3449851
2020-11-10,148.2541424407126,150.65607517908546,144.60559683485317,147.68525468593313,7507552
2020-11-11,150.6035967178802,152.23930921333843,148.7010751997063,149.34266304849913,9670441
2020-11-12,148.75855112450162,153.8969615307931,150.31148994532285,151.19790173834133,2535834
2020-11-13,149.77241342631993,149.7620699232324,148.55377101549422,150.05303623241304,3442547
2020-11-16,148.58633941657652,149.7864767012019,146.77285303570747,148.34206523748833,2236968
2020-11-17,148.9475032499416,153.45865795326824,144.6746412619637,148.39577544273288,4078882
2020-11-18,147.08847005282593,149.4177827380116,147.9771778024068,147.6557695685667,2521093
2020-11-19,149.41323181624443,150.61285744228732,145.08205249133366,148.5263634637334,2988022
2020-11-20,148.4125027099166,153.26849815886922,148.40179085270503,149.5897220412238,6281592
2020-11-23,147.1236863662624,149.06822975768992,143.3873153150163,149.22184889331703,8536381
2020-11-24,147.56528507801636,150.85123146938898,148.52946479575235,149.94101555581605,9411159
2020-11-25,151.04395140856542,153.4941562890161,147.19529361912078,149.91797388763126,4193796
2020-11-26,150.81857532362818,150.55842128335112,147.33336831290276,149.31416736482475,9482216
2020-11-27,150.8940372562757,152.0498198641471,146.09443365593378,148.409243071102,9357038
2020-11-30,148.1138953203732,152.59001602937684,147.61091115325928,148.05273893809826,9675147
2020-12-01,148.8212128513939,150.1091673525194,148.69331981527088,150.74870100219272,7539108
2020-12-02,149.099678429398,151.5343995960944,143.94058347548233,149.45801960188876,4049307
2020-12-03,147.5177822926678,151.0437115338054,143.92793134233392,148.67414204410753,7542683
2020-12-04,149.32294691065601,149.74154894090253,144.58381030977213,147.7492360097238,3801818
2020-12-07,150.65299048339136,153.0069026326516,146.7597429541737,150.09830677247734,6919586
2020-12-08,149.9135470218352,150.05481588725473,144.6452727418695,149.7492710887384,5045721
2020-12-09,148.25195848562998,150.79128415483,148.00692787755307,147.9764788963444,2863032
2020-12-10,147.67349350077203,148.2885288723343,146.2032220414956,149.2282813409357,5944614
2020-12-11,146.3458554316187,149.52175830444338,145.6553223945895,148.51658330789346,8852016
2020-12-14,148.1624119046165,150.52160959887047,145.8110656488933,150.65302509079984,8774066
2020-12-15,149.1677950777158,153.5061800255441,147.61448510226413,149.6995170961487,8870267
2020-12-16,148.50075552209847,148.41828365026913,147.39085610706388,148.7207817150883,4089809
2020-12-17,149.9648365885703,151.14428833692872,146.06891658526933,150.46543925066814,8819488
2020-12-18,150.37022920866934,153.46556528000687,147.10148855600428,151.62080209641866,2378148
2020-12-21,153.69856198886035,155.83090380139643,150.29525594760096,151.7046393121106,4044410
2020-12-22,150.41537985290424,153.55794132939786,150.02515987845442,150.23796061741896,5062118
2020-12-23,150.18090208673215,153.5383310670515,149.21882839451646,150.4408243348543,1238826
2020-12-24,150.72196885111936,155.35442695852595,150.28176400442027,150.17861910832096,2717354
2020-12-25,148.33727080437546,155.07252593293936,149.26202309967573,150.61825214928422,1481809
2020-12-28,152.0893758891557,152.774707976407,147.9913551402631,152.3018776110249,9262369
2020-12-29,152.7168084433164,154.6700780730435,148.97523712353538,149.7887106950587,8284390
2020-12-30,150.7717065175277,155.25357446684188,147.5726347668107,152.5875161764404,2818182
2020-12-31,151.060499435809,155.9407643734094,149.18099879592654,152.11588293728727,5367209
2021-01-01,148.26818059621914,152.19983793373385,143.63225311911515,147.29247676268457,9782389
2021-01-04,145.1653078802942,148.58519005030263,145.70741543140193,147.27124456505254,6416797
2021-01-05,145.94623290844126,147.4511181718808,144.1300818481968,146.47843331269388,3689290
2021-01-06,146.02176708344453,147.67446509085565,141.22280879611557,146.4574927722614,1037180
2021-01-07,145.60562428458513,150.56812096693457,145.9591204690913,147.8425968505243,8546691
2021-01-08,145.72333026196037,147.89261768356022,144.88045676108982,144.02970160661073,6611544
2021-01-11,143.63314603847334,147.4056321596651,140.5713080046568,145.57699025656092,6370015
2021-01-12,145.5868984028164,149.31162052579185,143.40582010658687,144.9148405667396,3251347
2021-01-13,146.52610022715146,148.36876060478488,143.14239108490378,146.64457427996703,5792030
2021-01-14,143.510747742364,149.42485293232772,144.9991365369498,144.3977076572997,3619893
2021-01-15,147.45378266488163,148.32306731518307,142.8388088683772,148.0371803795453,7702245
2021-01-18,145.564684794646,147.94044189983575,144.7187698137092,147.33933819134663,4791860
2021-01-19,144.50751528338174,147.5877172763946,145.03906345245892,144.57799655642316,9745662
2021-01-20,145.9804403918903,149.5921059880337,142.73080738691877,144.44526058774912,8396526
2021-01-21,147.12756823966157,146.60894102955282,144.77491180986698,145.593258259255,2881986
2021-01-22,144.36289219409565,146.36081009243412,143.44467780281465,145.81321665916536,1989924
2021-01-25,145.51019594791202,150.20574022637953,145.0456120366315,145.6887219420103,2965629
2021-01-26,145.4920190015329,145.9406606381091,144.32738624572758,146.31633532597056,2103248
2021-01-27,145.8698254537167,148.01535643610882,143.68683366897434,145.9666395686344,9210125
2021-01-28,146.01529207625182,148.73542285428428,145.39005301817383,146.80841954672752,5263528
2021-01-29,147.05783949803663,149.87298964737118,142.87073601368837,147.7517227377304,9215869
2021-02-01,145.3594616176444,149.4107780811772,146.1568166223732,144.79775310808213,9623353
2021-02-02,148.40622909599574,149.46921884193748,145.90078411862783,148.1243866818025,4583650
2021-02-03,145.29585840144128,149.13130875231062,145.75176012276413,147.42808715333555,3363319
2021-02-04,143.29486183489666,148.07707859462576,144.67781687100154,146.16468938986665,2818222
2021-02-05,147.24108932903354,150.11286582302182,142.17423172578455,147.30761989349963,6410687
2021-02-08,147.9894562336971,147.79163910947665,146.27704862624097,146.76677307736477,9199423
2021-02-09,144.09988943724846,149.31720895698768,141.63366027419863,145.43301002424846,1563506
2021-02-10,145.2449689177231,147.18105139934966,145.22572773748593,146.13135555838693,8834767
2021-02-11,146.3808529487794,147.15491400334938,142.05386814544005,146.07074613080684,9904337
2021-02-12,147.2298294005417,146.2658829324479,142.43894760634342,144.51664621136854,6472646
2021-02-15,146.04272973552642,146.9361249271951,141.59954238986722,145.78622478299434,9251043
2021-02-16,145.6509485725869,150.50750627161938,143.60898523630038,145.43948827183007,6045416
2021-02-17,145.50314547745057,147.11457975685988,143.01324582277388,146.8052868361195,6273897
2021-02-18,147.96051821313685,151.22126070331092,145.60835179214666,146.29118603640063,1354182
2021-02-19,146.2469771357407,151.74257394159122,146.06179450460695,148.34569685999145,6142798
2021-02-22,146.90661142705397,150.5621057833897,143.12335767812667,149.23455128424513,3640955
2021-02-23,147.8526887534458,149.05043788895645,146.69624128137767,148.25438631090609,3498002
2021-02-24,146.55310865644705,149.37917848160367,145.64602598989129,146.49798853215842,3916585
2021-02-25,147.06892654050358,150.93491754124986,143.14713793236686,144.86035834677546,2574255
2021-02-26,149.3182282881016,149.5305034731174,145.99943241751802,146.22151275660525,8012022
2021-03-01,148.62699936818154,148.73900618657945,143.5436078618705,146.93008527016684,4779404
2021-03-02,148.03066499897508,151.0669430557423,144.59337965610737,149.66148812856287,6547239
2021-03-03,148.1085346154946,152.6259501418903,145.41319967154305,148.51617047163708,6910122
2021-03-04,148.11481997150193,153.6576427159161,145.2735349774748,150.06761530429057,3769785
2021-03-05,149.9695491685099,149.9620550920145,148.83840984961535,146.86601838242763,4514078
2021-03-08,149.55569957551998,152.9973598445951,148.34822331158674,148.4355703433155,6963132
2021-03-09,149.25086420650825,150.53386543727711,147.10616244899433,150.31842389654517,3664119
2021-03-10,152.40677048471653,150.30470058963252,148.07877021951407,149.50043702925424,3097951
2021-03-11,150.61119267722455,154.68279863538478,146.5929138323481,150.16523449017328,2579889
2021-03-12,150.3860650677517,152.38620088154804,146.54181596257826,151.702698476447,9927377
2021-03-15,151.525008157642,153.2676024864376,149.83251515419292,153.58716355998337,1287555
2021-03-16,154.4052902701986,153.26011151480836,151.5461815604424,153.0358020974648,4775944
2021-03-17,153.39111881317237,157.6311935732622,148.47009474194678,153.34721820529268,3744454
2021-03-18,152.52152339561223,157.92277543997525,151.73553920979188,154.1523982926609,9796785
2021-03-19,154.56876355191133,156.7861792927895,151.2042926150897,156.0416442526101,4197418
2021-03-22,153.30555688428558,157.72502978951877,152.21545160811505,151.87434470540555,3788647
2021-03-23,155.71685569167445,154.60380075257936,149.2958155503962,154.5267809302457,7224898
2021-03-24,155.02060194616425,156.23217185338748,151.09577646404037,153.82575163169054,7378384
2021-03-25,154.08838901022776,156.29180784263042,150.72483796997827,155.1024826320707,2570497
2021-03-26,154.99850658438817,154.18637285393814,149.65845663089863,153.06011766865834,1734158
2021-03-29,155.8777330088659,158.24052992441312,154.1006322887522,155.76091246748004,3692205
2021-03-30,155.656633791961,159.40755836855197,152.6353884602369,155.5152706963043,7159729
